,Bandeira,Revenda,CNPJ da Revenda,Data da Coleta,Valor de Venda
407482,RAIZEN,POSTO PUMA EIRELI,50233840000172,02/04/2019,"3,999"
407483,RAIZEN,POSTO PUMA EIRELI,50233840000172,04/02/2019,"3,999"
407484,RAIZEN,POSTO PUMA EIRELI,50233840000172,04/03/2019,"3,999"
407485,RAIZEN,POSTO PUMA EIRELI,50233840000172,08/01/2019,"3,999"
407486,RAIZEN,POSTO PUMA EIRELI,50233840000172,09/04/2019,"4,099"
407487,RAIZEN,POSTO PUMA EIRELI,50233840000172,13/03/2019,"3,999"
407488,RAIZEN,POSTO PUMA EIRELI,50233840000172,14/01/2019,"3,999"
407489,RAIZEN,POSTO PUMA EIRELI,50233840000172,16/04/2019,"4,099"
407490,RAIZEN,POSTO PUMA EIRELI,50233840000172,20/03/2019,"3,999"
407491,RAIZEN,POSTO PUMA EIRELI,50233840000172,21/01/2019,"3,999"
407492,RAIZEN,POSTO PUMA EIRELI,50233840000172,22/04/2019,"4,249"
407493,RAIZEN,POSTO PUMA EIRELI,50233840000172,25/02/2019,"3,999"
407494,RAIZEN,POSTO PUMA EIRELI,50233840000172,26/03/2019,"3,999"
407495,RAIZEN,POSTO PUMA EIRELI,50233840000172,28/01/2019,"3,999"
407496,RAIZEN,POSTO PUMA EIRELI,50233840000172,29/04/2019,"4,249"
407545,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,02/01/2019,"3,979"
407546,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,02/04/2019,"3,999"
407547,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,03/06/2019,"4,099"
407548,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,04/02/2019,"3,899"
407549,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,04/03/2019,"3,949"
407550,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,06/05/2019,"4,239"
407551,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,08/01/2019,"3,979"
407552,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,09/04/2019,"3,999"
407553,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,10/06/2019,"4,099"
407554,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,13/03/2019,"3,999"
407555,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,13/05/2019,"4,239"
407556,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,14/01/2019,"3,979"
407557,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,16/04/2019,"3,999"
407558,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,18/06/2019,"4,059"
407559,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,20/03/2019,"3,999"
407560,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,20/05/2019,"4,239"
407561,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,21/01/2019,"3,979"
407562,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,22/04/2019,"4,079"
407563,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,25/02/2019,"3,949"
407564,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,26/03/2019,"3,999"
407565,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,26/06/2019,"4,059"
407566,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,27/05/2019,"4,239"
407567,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,28/01/2019,"3,899"
407568,BRANCA,POSTO REI DOS REIS LTDA,45466463000181,29/04/2019,"4,079"
407641,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,02/01/2019,"4,079"
407642,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,02/04/2019,"3,979"
407643,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,04/02/2019,"3,959"
407644,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,04/03/2019,"3,959"
407645,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,04/06/2019,"4,159"
407646,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,06/05/2019,"4,079"
407647,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,08/01/2019,"4,079"
407648,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,09/04/2019,"3,979"
407649,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,11/06/2019,"4,159"
407650,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,13/03/2019,"3,959"
407651,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,13/05/2019,"4,079"
407652,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,14/01/2019,"4,079"
407653,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,16/04/2019,"3,979"
407654,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,18/06/2019,"4,159"
407655,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,20/03/2019,"3,959"
407656,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,20/05/2019,"4,179"
407657,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,21/01/2019,"4,079"
407658,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,22/04/2019,"4,079"
407659,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,25/02/2019,"3,959"
407660,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,26/03/2019,"3,979"
407661,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,26/06/2019,"4,159"
407662,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,27/05/2019,"4,179"
407663,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,28/01/2019,"3,959"
407664,BRANCA,SATYRO FRANCESCHINELLI & FRANCESCHINELLI LTDA,68188051000122,29/04/2019,"4,079"
407671,BRANCA,TERRA FIRME SERVICOS AUTOMOTIVOS EIRELI,5915527000160,13/02/2019,"3,749"
407672,BRANCA,TERRA FIRME SERVICOS AUTOMOTIVOS EIRELI,5915527000160,20/02/2019,"3,749"
